Activity,Type,Start,Finish,Details
Diapers,Dirty,"2021-08-26,  11:09 AM","2021-08-26,  11:09 AM",
Feeding,Left breast,"2021-08-26,  10:43 AM","2021-08-26,  10:44 AM",
Feeding,Right breast,"2021-08-26,  10:31 AM","2021-08-26,  10:35 AM",
Feeding,Right breast,"2021-08-26,  10:26 AM","2021-08-26,  10:28 AM",
Feeding,Right breast,"2021-08-26,  10:22 AM","2021-08-26,  10:24 AM",
Feeding,Left breast,"2021-08-26,  10:08 AM","2021-08-26,  10:18 AM",
Diapers,Wet,"2021-08-26,  10:00 AM","2021-08-26,  10:00 AM",
Feeding,Solids,"2021-08-26,  9:15 AM","2021-08-26,  9:15 AM","oatmeal, cherries"
Diapers,Wet,"2021-08-26,  8:56 AM","2021-08-26,  8:56 AM",
Diapers,Wet,"2021-08-26,  7:50 AM","2021-08-26,  7:50 AM",
Feeding,Right breast,"2021-08-26,  7:15 AM","2021-08-26,  7:20 AM",
Sleep,,"2021-08-26,  3:46 AM","2021-08-26,  7:15 AM",
Feeding,Left breast,"2021-08-26,  3:44 AM","2021-08-26,  3:46 AM",
Feeding,Left breast,"2021-08-26,  3:27 AM","2021-08-26,  3:30 AM",
Feeding,Right breast,"2021-08-26,  3:12 AM","2021-08-26,  3:15 AM",
Feeding,Left breast,"2021-08-26,  2:43 AM","2021-08-26,  2:49 AM",
Feeding,Right breast,"2021-08-25,  11:32 PM","2021-08-25,  11:44 PM",
Sleep,,"2021-08-25,  8:14 PM","2021-08-26,  3:09 AM",
Feeding,Left breast,"2021-08-25,  8:11 PM","2021-08-25,  8:13 PM",
Feeding,Left breast,"2021-08-25,  8:06 PM","2021-08-25,  8:08 PM",
Diapers,Wet,"2021-08-25,  8:02 PM","2021-08-25,  8:02 PM",
Feeding,Solids,"2021-08-25,  7:44 PM","2021-08-25,  7:44 PM",kefir
Diapers,Wet,"2021-08-25,  7:30 PM","2021-08-25,  7:30 PM",
Feeding,Solids,"2021-08-25,  6:43 PM","2021-08-25,  6:43 PM","apple, kiwi, spinach, egg, milk, crisp bread"
Leisure,Outdoors,"2021-08-25,  4:43 PM","2021-08-25,  7:14 PM",
Feeding,Solids,"2021-08-25,  2:45 PM","2021-08-25,  2:45 PM","salmon, pasta, parsley, cheese, bell pepper, dates"
Diapers,Mixed,"2021-08-25,  1:45 PM","2021-08-25,  1:45 PM","potty, diarrhea"
Feeding,Right breast,"2021-08-25,  1:27 PM","2021-08-25,  1:32 PM",
Feeding,Right breast,"2021-08-25,  1:17 PM","2021-08-25,  1:20 PM",
Feeding,Left breast,"2021-08-25,  11:21 AM","2021-08-25,  11:36 AM",
Sleep,,"2021-08-25,  11:17 AM","2021-08-25,  1:06 PM",
Feeding,Left breast,"2021-08-25,  11:08 AM","2021-08-25,  11:12 AM",
Diapers,Wet,"2021-08-25,  10:50 AM","2021-08-25,  10:50 AM",
Feeding,Solids,"2021-08-25,  8:30 AM","2021-08-25,  8:30 AM",cherries
Diapers,Wet,"2021-08-25,  8:03 AM","2021-08-25,  8:03 AM",
Feeding,Left breast,"2021-08-25,  7:04 AM","2021-08-25,  7:07 AM",
Diapers,Wet,"2021-08-25,  6:50 AM","2021-08-25,  6:50 AM",
Feeding,Right breast,"2021-08-25,  6:37 AM","2021-08-25,  6:41 AM",
Feeding,Right breast,"2021-08-25,  6:26 AM","2021-08-25,  6:32 AM",
Feeding,Left breast,"2021-08-25,  6:20 AM","2021-08-25,  6:21 AM",
Feeding,Left breast,"2021-08-25,  6:09 AM","2021-08-25,  6:16 AM",
Feeding,Right breast,"2021-08-25,  2:37 AM","2021-08-25,  2:38 AM",
Feeding,Right breast,"2021-08-25,  2:31 AM","2021-08-25,  2:35 AM",
Feeding,Right breast,"2021-08-25,  2:22 AM","2021-08-25,  2:26 AM",
Feeding,Left breast,"2021-08-25,  12:47 AM","2021-08-25,  12:51 AM",
Sleep,,"2021-08-24,  8:14 PM","2021-08-25,  6:20 AM",
Feeding,Right breast,"2021-08-24,  8:03 PM","2021-08-24,  8:28 PM",
Diapers,Wet,"2021-08-24,  8:02 PM","2021-08-24,  8:02 PM",
Feeding,Solids,"2021-08-24,  7:18 PM","2021-08-24,  7:18 PM","kefir, crisp bread"
Leisure,Bath time,"2021-08-24,  6:40 PM","2021-08-24,  7:03 PM",
Diapers,Wet,"2021-08-24,  6:37 PM","2021-08-24,  6:37 PM",
Feeding,Solids,"2021-08-24,  5:51 PM","2021-08-24,  5:51 PM","apple, ice cream"
Leisure,Outdoors,"2021-08-24,  4:01 PM","2021-08-24,  6:27 PM",
Feeding,Left breast,"2021-08-24,  3:29 PM","2021-08-24,  3:31 PM",
Feeding,Left breast,"2021-08-24,  3:16 PM","2021-08-24,  3:18 PM",
Feeding,Solids,"2021-08-24,  2:27 PM","2021-08-24,  2:27 PM","cheese, bread, smoked sprats (spit out), tomato (spit out)"
Diapers,Wet,"2021-08-24,  2:21 PM","2021-08-24,  2:21 PM",
Diapers,Dirty,"2021-08-24,  1:05 PM","2021-08-24,  1:05 PM","potty, diarrhea"
Feeding,Right breast,"2021-08-24,  12:54 PM","2021-08-24,  12:59 PM",
Feeding,Left breast,"2021-08-24,  12:18 PM","2021-08-24,  12:38 PM",
Sleep,,"2021-08-24,  12:04 PM","2021-08-24,  12:49 PM",
Feeding,Left breast,"2021-08-24,  11:50 AM","2021-08-24,  11:57 AM",
Diapers,Wet,"2021-08-24,  11:25 AM","2021-08-24,  11:25 AM",
Feeding,Solids,"2021-08-24,  10:00 AM","2021-08-24,  10:00 AM","oatmeal, peach"
Diapers,Wet,"2021-08-24,  8:45 AM","2021-08-24,  8:45 AM",
Feeding,Right breast,"2021-08-24,  8:29 AM","2021-08-24,  8:31 AM",
Feeding,Left breast,"2021-08-24,  7:09 AM","2021-08-24,  7:33 AM",
Sleep,,"2021-08-24,  4:43 AM","2021-08-24,  8:25 AM",
Feeding,Right breast,"2021-08-24,  4:38 AM","2021-08-24,  4:43 AM",
Feeding,Right breast,"2021-08-24,  4:12 AM","2021-08-24,  4:15 AM",
Feeding,Left breast,"2021-08-24,  3:53 AM","2021-08-24,  3:57 AM",
Diapers,Wet,"2021-08-24,  3:50 AM","2021-08-24,  3:50 AM",
Feeding,Left breast,"2021-08-24,  3:37 AM","2021-08-24,  3:40 AM",
Feeding,Right breast,"2021-08-24,  3:13 AM","2021-08-24,  3:24 AM",
Feeding,Left breast,"2021-08-24,  12:42 AM","2021-08-24,  12:45 AM",
Feeding,Right breast,"2021-08-23,  10:42 PM","2021-08-23,  10:57 PM",
Sleep,,"2021-08-23,  8:18 PM","2021-08-24,  3:40 AM",
Feeding,Left breast,"2021-08-23,  8:07 PM","2021-08-23,  8:11 PM",
Feeding,Solids,"2021-08-23,  7:40 PM","2021-08-23,  7:40 PM",kefir
Diapers,Wet,"2021-08-23,  7:30 PM","2021-08-23,  7:30 PM",
Feeding,Solids,"2021-08-23,  5:59 PM","2021-08-23,  5:59 PM",crepes
Feeding,Left breast,"2021-08-23,  5:13 PM","2021-08-23,  5:15 PM",
Feeding,Right breast,"2021-08-23,  5:02 PM","2021-08-23,  5:04 PM",
Feeding,Right breast,"2021-08-23,  4:57 PM","2021-08-23,  5:00 PM",
Feeding,Right breast,"2021-08-23,  4:47 PM","2021-08-23,  4:56 PM",
Diapers,Wet,"2021-08-23,  4:28 PM","2021-08-23,  4:28 PM",
Feeding,Solids,"2021-08-23,  2:01 PM","2021-08-23,  2:01 PM","meatballs, crisp bread, celery (small bite)"
Diapers,Wet,"2021-08-23,  1:15 PM","2021-08-23,  1:15 PM",
Feeding,Left breast,"2021-08-23,  12:58 PM","2021-08-23,  1:02 PM",
Sleep,,"2021-08-23,  10:57 AM","2021-08-23,  12:57 PM",
Feeding,Right breast,"2021-08-23,  10:52 AM","2021-08-23,  10:56 AM",
Feeding,Right breast,"2021-08-23,  10:37 AM","2021-08-23,  10:47 AM",
Diapers,Wet,"2021-08-23,  10:30 AM","2021-08-23,  10:30 AM",
Feeding,Solids,"2021-08-23,  9:05 AM","2021-08-23,  9:05 AM","oatmeal, peach"
Diapers,Wet,"2021-08-23,  9:00 AM","2021-08-23,  9:00 AM",
Diapers,Mixed,"2021-08-23,  7:45 AM","2021-08-23,  7:45 AM",diarrhea
Feeding,Left breast,"2021-08-23,  7:28 AM","2021-08-23,  7:29 AM",
Feeding,Left breast,"2021-08-23,  7:22 AM","2021-08-23,  7:28 AM",
Feeding,Right breast,"2021-08-23,  5:12 AM","2021-08-23,  5:17 AM",
Feeding,Left breast,"2021-08-23,  3:05 AM","2021-08-23,  3:10 AM",
Feeding,Left breast,"2021-08-23,  2:42 AM","2021-08-23,  2:45 AM",
Sleep,,"2021-08-22,  10:44 PM","2021-08-23,  7:22 AM",
Feeding,Right breast,"2021-08-22,  10:32 PM","2021-08-22,  10:37 PM",
Leisure,Bath time,"2021-08-22,  10:00 PM","2021-08-22,  10:20 PM",
Diapers,Wet,"2021-08-22,  10:00 PM","2021-08-22,  10:00 PM",
Sleep,,"2021-08-22,  9:46 PM","2021-08-22,  9:54 PM",
Feeding,Solids,"2021-08-22,  9:13 PM","2021-08-22,  9:13 PM",grilled chicken wrap
Feeding,Solids,"2021-08-22,  8:38 PM","2021-08-22,  8:38 PM","apple, kiwi, spinach, crisp bread, dried bagel"
Leisure,Outdoors,"2021-08-22,  7:25 PM","2021-08-22,  8:37 PM",
Sleep,,"2021-08-22,  6:47 PM","2021-08-22,  7:14 PM",
Diapers,Dirty,"2021-08-22,  6:34 PM","2021-08-22,  6:34 PM",diarrhea
Diapers,Dirty,"2021-08-22,  6:16 PM","2021-08-22,  6:16 PM",diarrhea
Diapers,Wet,"2021-08-22,  5:45 PM","2021-08-22,  5:45 PM",
Feeding,Left breast,"2021-08-22,  5:09 PM","2021-08-22,  5:11 PM",
Feeding,Left breast,"2021-08-22,  5:06 PM","2021-08-22,  5:06 PM",
Feeding,Left breast,"2021-08-22,  4:58 PM","2021-08-22,  5:05 PM",
Feeding,Solids,"2021-08-22,  3:48 PM","2021-08-22,  3:48 PM","chicken balls, kefir, rice, celery, bread, halva"
Diapers,Mixed,"2021-08-22,  2:26 PM","2021-08-22,  2:26 PM",diarrhea
Feeding,Right breast,"2021-08-22,  2:11 PM","2021-08-22,  2:12 PM",
Feeding,Right breast,"2021-08-22,  2:10 PM","2021-08-22,  2:10 PM",
Feeding,Right breast,"2021-08-22,  1:51 PM","2021-08-22,  2:03 PM",
Sleep,,"2021-08-22,  11:34 AM","2021-08-22,  2:02 PM",
Feeding,Left breast,"2021-08-22,  11:27 AM","2021-08-22,  11:31 AM",
Feeding,Left breast,"2021-08-22,  11:18 AM","2021-08-22,  11:27 AM",
Diapers,Wet,"2021-08-22,  11:10 AM","2021-08-22,  11:10 AM",
Feeding,Solids,"2021-08-22,  9:45 AM","2021-08-22,  9:45 AM",oatmeal
Diapers,Wet,"2021-08-22,  9:30 AM","2021-08-22,  9:30 AM",
Diapers,Wet,"2021-08-22,  8:00 AM","2021-08-22,  8:00 AM",
Feeding,Left breast,"2021-08-22,  7:45 AM","2021-08-22,  7:47 AM",
Feeding,Right breast,"2021-08-22,  7:24 AM","2021-08-22,  7:33 AM",
Feeding,Left breast,"2021-08-22,  5:15 AM","2021-08-22,  5:21 AM",
Feeding,Right breast,"2021-08-22,  2:21 AM","2021-08-22,  2:27 AM",
Sleep,,"2021-08-21,  10:14 PM","2021-08-22,  7:33 AM",
Feeding,Left breast,"2021-08-21,  10:08 PM","2021-08-21,  10:08 PM",
Feeding,Left breast,"2021-08-21,  10:07 PM","2021-08-21,  10:07 PM",
Feeding,Left breast,"2021-08-21,  9:58 PM","2021-08-21,  9:59 PM",
Feeding,Left breast,"2021-08-21,  9:52 PM","2021-08-21,  9:54 PM",
Feeding,Left breast,"2021-08-21,  9:51 PM","2021-08-21,  9:52 PM",
Feeding,Right breast,"2021-08-21,  9:40 PM","2021-08-21,  9:46 PM",
Diapers,Wet,"2021-08-21,  9:00 PM","2021-08-21,  9:00 PM",
Feeding,Solids,"2021-08-21,  8:28 PM","2021-08-21,  8:28 PM",
Diapers,Wet,"2021-08-21,  6:28 PM","2021-08-21,  6:28 PM",
Feeding,Solids,"2021-08-21,  6:20 PM","2021-08-21,  6:20 PM",ate very little: buckwheat
Feeding,Left breast,"2021-08-21,  5:38 PM","2021-08-21,  5:51 PM",
Sleep,,"2021-08-21,  4:01 PM","2021-08-21,  5:51 PM",
Feeding,Right breast,"2021-08-21,  3:54 PM","2021-08-21,  4:11 PM",
Feeding,Solids,"2021-08-21,  3:15 PM","2021-08-21,  3:15 PM","kefir, chicken ball, tortilla"
Diapers,Wet,"2021-08-21,  2:55 PM","2021-08-21,  2:55 PM",
Feeding,Left breast,"2021-08-21,  1:48 PM","2021-08-21,  1:49 PM",
Feeding,Left breast,"2021-08-21,  1:34 PM","2021-08-21,  1:38 PM",
Feeding,Left breast,"2021-08-21,  1:31 PM","2021-08-21,  1:34 PM",
Feeding,Solids,"2021-08-21,  12:36 PM","2021-08-21,  12:36 PM","bread, corn"
Diapers,Dirty,"2021-08-21,  11:50 AM","2021-08-21,  11:50 AM",diarrhea
Feeding,Right breast,"2021-08-21,  11:02 AM","2021-08-21,  11:18 AM",
Sleep,,"2021-08-21,  10:53 AM","2021-08-21,  11:33 AM",
Feeding,Right breast,"2021-08-21,  10:40 AM","2021-08-21,  10:49 AM",
Diapers,Wet,"2021-08-21,  10:30 AM","2021-08-21,  10:30 AM",
Diapers,Wet,"2021-08-21,  9:30 AM","2021-08-21,  9:30 AM",
Feeding,Solids,"2021-08-21,  9:30 AM","2021-08-21,  9:30 AM","rice, peach"
Diapers,Wet,"2021-08-21,  8:00 AM","2021-08-21,  8:00 AM",
Feeding,Left breast,"2021-08-21,  7:45 AM","2021-08-21,  7:47 AM",
Feeding,Left breast,"2021-08-21,  7:35 AM","2021-08-21,  7:43 AM",
Feeding,Left breast,"2021-08-21,  5:33 AM","2021-08-21,  5:45 AM",
Feeding,Right breast,"2021-08-21,  1:53 AM","2021-08-21,  1:59 AM",
Sleep,,"2021-08-20,  9:51 PM","2021-08-21,  7:35 AM",
Feeding,Left breast,"2021-08-20,  9:41 PM","2021-08-20,  9:45 PM",
Feeding,Solids,"2021-08-20,  9:24 PM","2021-08-20,  9:24 PM",kefir
Diapers,Wet,"2021-08-20,  8:45 PM","2021-08-20,  8:45 PM",
Feeding,Solids,"2021-08-20,  8:18 PM","2021-08-20,  8:18 PM","pear and banana, crisp bread, dried bagel"
Leisure,Outdoors,"2021-08-20,  6:33 PM","2021-08-20,  8:39 PM",
Diapers,Wet,"2021-08-20,  5:55 PM","2021-08-20,  5:55 PM",
Diapers,Wet,"2021-08-20,  4:40 PM","2021-08-20,  4:40 PM",
Feeding,Solids,"2021-08-20,  4:16 PM","2021-08-20,  4:16 PM",yogurt and crisp bread
Diapers,Wet,"2021-08-20,  3:00 PM","2021-08-20,  3:00 PM",
Feeding,Right breast,"2021-08-20,  2:43 PM","2021-08-20,  2:50 PM",
Sleep,,"2021-08-20,  12:10 PM","2021-08-20,  2:39 PM",
Feeding,Left breast,"2021-08-20,  12:05 PM","2021-08-20,  12:23 PM",
Feeding,Left breast,"2021-08-20,  11:46 AM","2021-08-20,  11:58 AM",
Diapers,Wet,"2021-08-20,  11:28 AM","2021-08-20,  11:28 AM",
Feeding,Solids,"2021-08-20,  10:00 AM","2021-08-20,  10:00 AM","rice, crisp bread, tortilla"
Diapers,Mixed,"2021-08-20,  8:45 AM","2021-08-20,  8:45 AM",
Feeding,Right breast,"2021-08-20,  8:32 AM","2021-08-20,  8:37 AM",
Feeding,Left breast,"2021-08-20,  6:32 AM","2021-08-20,  6:46 AM",
Feeding,Right breast,"2021-08-20,  4:04 AM","2021-08-20,  4:15 AM",
Sleep,,"2021-08-19,  11:45 PM","2021-08-20,  8:32 AM",
Feeding,Left breast,"2021-08-19,  11:37 PM","2021-08-19,  11:40 PM",
Feeding,Left breast,"2021-08-19,  11:22 PM","2021-08-19,  11:26 PM",
Feeding,Left breast,"2021-08-19,  11:18 PM","2021-08-19,  11:20 PM",
Diapers,Mixed,"2021-08-19,  11:00 PM","2021-08-19,  11:00 PM",
Feeding,Right breast,"2021-08-19,  10:52 PM","2021-08-19,  10:57 PM",
Diapers,Dirty,"2021-08-19,  10:35 PM","2021-08-19,  10:35 PM",diarrhea
Feeding,Left breast,"2021-08-19,  10:32 PM","2021-08-19,  10:33 PM",
Feeding,Left breast,"2021-08-19,  10:25 PM","2021-08-19,  10:26 PM",
Feeding,Left breast,"2021-08-19,  10:06 PM","2021-08-19,  10:07 PM",
Feeding,Left breast,"2021-08-19,  9:59 PM","2021-08-19,  10:00 PM",
Feeding,Right breast,"2021-08-19,  9:51 PM","2021-08-19,  9:56 PM",
Feeding,Right breast,"2021-08-19,  9:45 PM","2021-08-19,  9:51 PM",
Leisure,Bath time,"2021-08-19,  9:05 PM","2021-08-19,  9:27 PM",
Diapers,Wet,"2021-08-19,  9:04 PM","2021-08-19,  9:04 PM",
Feeding,Left breast,"2021-08-19,  9:03 PM","2021-08-19,  9:07 PM",
Growth,Weight,"2021-08-19,  8:45 PM","2021-08-19,  8:45 PM",11kg
Feeding,Solids,"2021-08-19,  8:31 PM","2021-08-19,  8:31 PM",yogurt and buckwheat
Diapers,Wet,"2021-08-19,  7:29 PM","2021-08-19,  7:29 PM",
Feeding,Right breast,"2021-08-19,  6:59 PM","2021-08-19,  7:21 PM",
Sleep,,"2021-08-19,  5:42 PM","2021-08-19,  7:21 PM",
Feeding,Left breast,"2021-08-19,  5:28 PM","2021-08-19,  5:37 PM",
Diapers,Dirty,"2021-08-19,  4:00 PM","2021-08-19,  4:00 PM",diarrhea
Feeding,Solids,"2021-08-19,  3:15 PM","2021-08-19,  3:15 PM","a little bit of corn, chicken ball, tortilla, crisp bread"
Diapers,Dirty,"2021-08-19,  2:00 PM","2021-08-19,  2:00 PM",diarrhea
Feeding,Right breast,"2021-08-19,  1:06 PM","2021-08-19,  1:34 PM",
Sleep,,"2021-08-19,  1:00 PM","2021-08-19,  1:35 PM",
Diapers,Dirty,"2021-08-19,  12:57 PM","2021-08-19,  12:57 PM",diarrhea
Feeding,Right breast,"2021-08-19,  12:47 PM","2021-08-19,  12:50 PM",
Feeding,Left breast,"2021-08-19,  11:16 AM","2021-08-19,  11:35 AM",
Sleep,,"2021-08-19,  11:15 AM","2021-08-19,  12:45 PM",
Feeding,Left breast,"2021-08-19,  11:08 AM","2021-08-19,  11:10 AM",
Diapers,Mixed,"2021-08-19,  10:45 AM","2021-08-19,  10:45 AM",diarrhea
Feeding,Right breast,"2021-08-19,  10:12 AM","2021-08-19,  10:12 AM",
Feeding,Right breast,"2021-08-19,  10:06 AM","2021-08-19,  10:11 AM",
Feeding,Solids,"2021-08-19,  9:29 AM","2021-08-19,  9:29 AM",baguette
Diapers,Dirty,"2021-08-19,  9:10 AM","2021-08-19,  9:10 AM",diarrhea
Feeding,Left breast,"2021-08-19,  8:42 AM","2021-08-19,  9:01 AM",
Diapers,Dirty,"2021-08-19,  8:30 AM","2021-08-19,  8:30 AM",diarrhea
Diapers,Mixed,"2021-08-19,  7:55 AM","2021-08-19,  7:55 AM",diarrhea
Feeding,Left breast,"2021-08-19,  7:23 AM","2021-08-19,  7:27 AM",
Diapers,Wet,"2021-08-19,  6:00 AM","2021-08-19,  6:00 AM",
Feeding,Right breast,"2021-08-19,  5:05 AM","2021-08-19,  5:23 AM",
Sleep,,"2021-08-19,  2:05 AM","2021-08-19,  7:22 AM",
Feeding,Right breast,"2021-08-19,  1:52 AM","2021-08-19,  1:53 AM",
Feeding,Right breast,"2021-08-19,  1:37 AM","2021-08-19,  1:40 AM",
Feeding,Right breast,"2021-08-19,  1:25 AM","2021-08-19,  1:26 AM",
Diapers,Mixed,"2021-08-19,  1:25 AM","2021-08-19,  1:25 AM",diarrhea
Feeding,Right breast,"2021-08-19,  1:19 AM","2021-08-19,  1:20 AM",
Feeding,Right breast,"2021-08-19,  12:54 AM","2021-08-19,  12:58 AM",
Diapers,Dirty,"2021-08-19,  12:50 AM","2021-08-19,  12:50 AM",diarrhea
Feeding,Left breast,"2021-08-19,  12:40 AM","2021-08-19,  12:41 AM",
Feeding,Left breast,"2021-08-19,  12:19 AM","2021-08-19,  12:22 AM",
Feeding,Left breast,"2021-08-19,  12:07 AM","2021-08-19,  12:17 AM",
Diapers,Dirty,"2021-08-19,  12:04 AM","2021-08-19,  12:04 AM",diarrhea
Sleep,,"2021-08-18,  9:10 PM","2021-08-18,  11:51 PM",
Diapers,Dirty,"2021-08-18,  9:03 PM","2021-08-18,  9:03 PM",diarrhea
Diapers,Wet,"2021-08-18,  8:33 PM","2021-08-18,  8:33 PM",
Feeding,Solids,"2021-08-18,  7:35 PM","2021-08-18,  7:35 PM","ice cream, blackberries"
Leisure,Outdoors,"2021-08-18,  5:33 PM","2021-08-18,  8:22 PM",
Feeding,Right breast,"2021-08-18,  5:13 PM","2021-08-18,  5:15 PM",
Feeding,Solids,"2021-08-18,  5:00 PM","2021-08-18,  5:00 PM",cottage cheese
Diapers,Mixed,"2021-08-18,  3:36 PM","2021-08-18,  3:36 PM",
Feeding,Solids,"2021-08-18,  2:21 PM","2021-08-18,  2:21 PM","ate little: buckwheat, chicken (spit out), oatmeal with cherries and peach, crisp bread, tortilla"
Diapers,Wet,"2021-08-18,  2:15 PM","2021-08-18,  2:15 PM",
Feeding,Left breast,"2021-08-18,  1:23 PM","2021-08-18,  1:31 PM",
Sleep,,"2021-08-18,  10:52 AM","2021-08-18,  1:19 PM",
Feeding,Right breast,"2021-08-18,  10:33 AM","2021-08-18,  10:44 AM",
Diapers,Wet,"2021-08-18,  10:20 AM","2021-08-18,  10:20 AM",
Diapers,Mixed,"2021-08-18,  9:30 AM","2021-08-18,  9:30 AM",
Feeding,Solids,"2021-08-18,  9:00 AM","2021-08-18,  9:00 AM","ate very little: oatmeal with cherries and peach, bread"
Diapers,Wet,"2021-08-18,  7:33 AM","2021-08-18,  7:33 AM",
Feeding,Left breast,"2021-08-18,  6:58 AM","2021-08-18,  7:11 AM",
Feeding,Right breast,"2021-08-18,  3:25 AM","2021-08-18,  3:34 AM",
Feeding,Left breast,"2021-08-18,  12:31 AM","2021-08-18,  12:40 AM",
Sleep,,"2021-08-17,  8:53 PM","2021-08-18,  6:55 AM",
Feeding,Right breast,"2021-08-17,  8:41 PM","2021-08-17,  9:02 PM",
Diapers,Wet,"2021-08-17,  8:34 PM","2021-08-17,  8:34 PM",
Feeding,Solids,"2021-08-17,  8:00 PM","2021-08-17,  8:00 PM","tortilla, cheese, a little bit of tomato soup with pasta"
Leisure,Bath time,"2021-08-17,  7:20 PM","2021-08-17,  7:40 PM",
Diapers,Wet,"2021-08-17,  7:15 PM","2021-08-17,  7:15 PM",
Feeding,Solids,"2021-08-17,  6:38 PM","2021-08-17,  6:38 PM","banana, apple, raspberry, crisp bread, dried bagel, blackberries"
Leisure,Outdoors,"2021-08-17,  4:28 PM","2021-08-17,  7:08 PM",
Diapers,Wet,"2021-08-17,  4:15 PM","2021-08-17,  4:15 PM",
Feeding,Solids,"2021-08-17,  1:53 PM","2021-08-17,  1:53 PM","crepes, egg, butter, peach"
Diapers,Wet,"2021-08-17,  1:47 PM","2021-08-17,  1:47 PM",
Feeding,Right breast,"2021-08-17,  1:04 PM","2021-08-17,  1:09 PM",
Feeding,Left breast,"2021-08-17,  11:18 AM","2021-08-17,  11:29 AM",
Sleep,,"2021-08-17,  11:15 AM","2021-08-17,  12:58 PM",
Diapers,Wet,"2021-08-17,  10:55 AM","2021-08-17,  10:55 AM",
Feeding,Solids,"2021-08-17,  9:30 AM","2021-08-17,  9:30 AM","oatmeal, cherries, peach"
Diapers,Wet,"2021-08-17,  9:04 AM","2021-08-17,  9:04 AM",
Feeding,Right breast,"2021-08-17,  7:53 AM","2021-08-17,  7:59 AM",
Diapers,Wet,"2021-08-17,  7:45 AM","2021-08-17,  7:45 AM",
Feeding,Left breast,"2021-08-17,  7:35 AM","2021-08-17,  7:39 AM",
Feeding,Right breast,"2021-08-17,  5:25 AM","2021-08-17,  5:31 AM",
Feeding,Left breast,"2021-08-17,  1:12 AM","2021-08-17,  1:16 AM",
Sleep,,"2021-08-16,  10:55 PM","2021-08-17,  7:39 AM",
Feeding,Left breast,"2021-08-16,  10:44 PM","2021-08-16,  10:45 PM",
Feeding,Left breast,"2021-08-16,  10:41 PM","2021-08-16,  10:42 PM",
Feeding,Right breast,"2021-08-16,  10:35 PM","2021-08-16,  10:37 PM",
Feeding,Right breast,"2021-08-16,  10:28 PM","2021-08-16,  10:31 PM",
Feeding,Left breast,"2021-08-16,  10:12 PM","2021-08-16,  10:13 PM",
Feeding,Left breast,"2021-08-16,  10:09 PM","2021-08-16,  10:09 PM",
Feeding,Left breast,"2021-08-16,  10:07 PM","2021-08-16,  10:09 PM",
Feeding,Left breast,"2021-08-16,  10:05 PM","2021-08-16,  10:07 PM",
Feeding,Left breast,"2021-08-16,  9:58 PM","2021-08-16,  10:03 PM",
Feeding,Solids,"2021-08-16,  8:31 PM","2021-08-16,  8:31 PM","crepes, yogurt, watermelon, egg, butter"
Diapers,Wet,"2021-08-16,  8:20 PM","2021-08-16,  8:20 PM",
Sleep,,"2021-08-16,  6:39 PM","2021-08-16,  7:33 PM",
Feeding,Right breast,"2021-08-16,  6:30 PM","2021-08-16,  6:37 PM",
Leisure,Bath time,"2021-08-16,  6:05 PM","2021-08-16,  6:20 PM",
Diapers,Wet,"2021-08-16,  6:04 PM","2021-08-16,  6:04 PM",
Feeding,Solids,"2021-08-16,  5:02 PM","2021-08-16,  5:02 PM","crisp bread, ice cream, blackberries"
Leisure,Outdoors,"2021-08-16,  3:32 PM","2021-08-16,  5:59 PM",
Diapers,Wet,"2021-08-16,  3:20 PM","2021-08-16,  3:20 PM",
Diapers,Wet,"2021-08-16,  1:46 PM","2021-08-16,  1:46 PM",
Feeding,Solids,"2021-08-16,  1:46 PM","2021-08-16,  1:46 PM","egg, milk, cheese, dates, cucumber (spit out)"
Feeding,Left breast,"2021-08-16,  12:25 PM","2021-08-16,  12:32 PM",
Feeding,Right breast,"2021-08-16,  11:47 AM","2021-08-16,  12:10 PM",
Feeding,Left breast,"2021-08-16,  10:21 AM","2021-08-16,  10:35 AM",
Sleep,,"2021-08-16,  10:11 AM","2021-08-16,  12:24 PM",
Diapers,Wet,"2021-08-16,  10:00 AM","2021-08-16,  10:00 AM",
Feeding,Solids,"2021-08-16,  9:00 AM","2021-08-16,  9:00 AM",
Diapers,Wet,"2021-08-16,  8:50 AM","2021-08-16,  8:50 AM",
Diapers,Wet,"2021-08-16,  7:40 AM","2021-08-16,  7:40 AM",
Feeding,Left breast,"2021-08-16,  7:15 AM","2021-08-16,  7:18 AM",
Feeding,Right breast,"2021-08-16,  6:58 AM","2021-08-16,  7:04 AM",
Feeding,Right breast,"2021-08-16,  6:20 AM","2021-08-16,  6:41 AM",
Feeding,Left breast,"2021-08-16,  4:02 AM","2021-08-16,  4:06 AM",
Feeding,Right breast,"2021-08-16,  1:40 AM","2021-08-16,  2:00 AM",
Diapers,Wet,"2021-08-16,  1:38 AM","2021-08-16,  1:38 AM",
Sleep,,"2021-08-16,  12:30 AM","2021-08-16,  6:58 AM",
Feeding,Left breast,"2021-08-16,  12:24 AM","2021-08-16,  12:42 AM",
Feeding,Left breast,"2021-08-16,  12:06 AM","2021-08-16,  12:18 AM",
Sleep,,"2021-08-15,  11:03 PM","2021-08-16,  12:18 AM",
Feeding,Left breast,"2021-08-15,  10:53 PM","2021-08-15,  10:57 PM",
Feeding,Right breast,"2021-08-15,  10:47 PM","2021-08-15,  10:49 PM",
